0.0200 11.2675 4.1571 532.1831
0.0400 5.0325 2.5317 517.2662
0.0600 3.1054 2.1413 524.7296
0.0800 2.2596 1.8594 534.1570
0.1000 1.7580 1.6480 541.1427
0.1200 1.4374 1.5005 545.2331
0.1400 1.2437 1.4023 546.1225
0.1600 1.1435 1.3399 543.6291
0.1800 1.1084 1.3024 538.0672
0.2000 1.1148 1.2816 530.3337 
