0.0200 0.5537 12.6940 3159.6369
0.0400 0.4250 8.8060 2518.5047
0.0600 0.3890 8.4821 2437.0367
0.0800 0.3678 8.4960 2510.2601
0.1000 0.3472 8.3139 2570.9350
0.1200 0.3272 8.0256 2609.2868
0.1400 0.3094 7.7304 2632.6889
0.1600 0.2941 7.4712 2647.4402
0.1800 0.2813 7.2569 2658.7635
0.2000 0.2705 7.0817 2669.8991
